"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.0011922121047973633,0.00882643461227417,0,0,0,23,"Failed"
"bonny.accesscam.org US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","bonny.accesscam.org US Let's Encrypt Let's [[code]] [[self-assurance]] X3 ",0.0014698505401611328,0.9793252944946289,0,1,0,69,"Successful"
"sldeodjiweiswi.com """" """" sldeodjiweiswi.com ","sldeodjiweiswi.com """" """" sldeodjiweiswi.com ",0.0012325048446655273,0.0012325048446655273,0,0,0,5,"Failed"
"rat1 """" """" rat1 ","rat1 """" """" rat1 ",0.0014133453369140625,0.0014133453369140625,0,0,0,3,"Failed"
""""" [[US]] Dis """" ",""""" [[u]] Dis """" ",0.0014711618423461914,0.0021876096725463867,0,0,0,17,"Failed"
"sumeriun.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","sumeriun.com US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0016712546348571777,0.7131884098052979,0,1,0,76,"Successful"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0011821389198303223,0.0011821389198303223,0,0,0,3,"Failed"
"[[new]] """" """" [[new]] ","[[young]] """" """" [[young]] ",0.0013117194175720215,0.002286553382873535,0,0,0,43,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[waiter]] """" """" AsyncRAT [[server]] ",0.0011992454528808594,0.0016118288040161133,0,0,0,17,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[Gbit]] [[ball-shaped]] [[surety]] [[lesson]].com ",0.001900017261505127,0.5421862006187439,0,1,0,90,"Successful"
"sasf6asf683jfsd.xyz [[US]] Let's Encrypt R3 ","sasf6asf683jfsd.xyz [[uracil]] Let's Encrypt R3 ",0.01670670509338379,0.030694544315338135,0,0,0,31,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[waiter]] """" """" AsyncRAT [[host]] ",0.0009773969650268555,0.0015298724174499512,0,0,0,17,"Failed"
"DarkEye [[Server]] """" """" DarkEye Server ","DarkEye [[waiter]] """" """" DarkEye Server ",0.0012491941452026367,0.0016841888427734375,0,0,0,17,"Failed"
"backup-leader.com [[US]] lol backup-leader.com ","backup-leader.com [[uracil]] lol backup-leader.com ",0.0019739866256713867,0.001974821090698242,0,0,0,19,"Failed"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0011257529258728027,0.0011257529258728027,0,0,0,3,"Failed"
"Qjlyxjcpy Xx QR Im Qjlyxjcpy [[Xx]] ","Qjlyxjcpy Xx QR Im Qjlyxjcpy [[20]] ",0.001538395881652832,0.0022852420806884766,0,0,0,23,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[Gbit]] [[ball-shaped]] [[surety]] [[lesson]].com ",0.0009382367134094238,0.5020787715911865,0,1,0,90,"Successful"
"mparrain10.ddns.net US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","mparrain10.ddns.net US Let's Encrypt Let's [[inscribe]] [[self-assurance]] X3 ",0.0012742877006530762,0.8153488039970398,0,1,0,81,"Successful"
"onthewire1.[[top]] US Let's Encrypt R3 ","onthewire1.[[acme]] US Let's Encrypt R3 ",0.017120778560638428,0.9938707947731018,0,1,0,65,"Successful"
"[[XX]] [[XX]] XX XX ","[[xx]] [[twenty]] XX XX ",0.0012589097023010254,0.002376735210418701,0,0,0,29,"Failed"
"gmail.com US [[Google]] GMail gmail.com ","gmail.com US [[google]] GMail gmail.com ",0.0029059648513793945,0.0037369132041931152,0,0,0,22,"Failed"
"bombinet.xyz US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","bombinet.xyz US Let's [[code]] Let's Encrypt [[say-so]] X3 ",0.001101851463317871,0.002425968647003174,0,0,0,76,"Failed"
"ayefrsturmexi.schmidt ZA Shefo Octhcob O.[[V]].[[E]].[[E]]. ayefrsturmexi.[[schmidt]] ","ayefrsturmexi.schmidt ZA Shefo Octhcob O.[[quintuplet]].[[Es]].[[east]]. ayefrsturmexi.[[Schmidt]] ",0.0013773441314697266,0.051244139671325684,0,0,0,70,"Failed"
"Covid [[Server]] CA """" """" Covid Server [[CA]] ","Covid [[host]] CA """" """" Covid Server [[Calif]]. ",0.0011683106422424316,0.003953039646148682,0,0,0,35,"Failed"
"entspartner.at US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","entspartner.at US Let's [[encrypt]] Let's [[cipher]] [[assurance]] X3 ",0.0011342763900756836,0.002836763858795166,0,0,0,75,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat Server ","DcRat CN DcRat By qwqdanchun DcRat Server ",0.0021366477012634277,0.0021366477012634277,0,0,0,22,"Failed"
"merotanos.com [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","merotanos.com [[u]] Let's [[inscribe]] Let's [[cipher]] [[self-confidence]] X3 ",0.0016788840293884277,0.03974038362503052,0,0,0,76,"Failed"
"[[domain]].com [[US]] My Company [[Name]] LTD. [[domain]].com ","[[area]].com [[USA]] My Company [[list]] LTD. [[arena]].com ",0.0015474557876586914,0.004771828651428223,0,0,0,112,"Failed"
"localhost [[AU]] Internet Widgits Pty Ltd localhost ","localhost [[Au]] Internet Widgits Pty Ltd localhost ",0.0016177892684936523,0.0017347931861877441,0,0,0,18,"Failed"
""""" xx [[Default]] Company Ltd """" ",""""" xx [[nonremittal]] Company Ltd """" ",0.0013778209686279297,0.0016089081764221191,0,0,0,35,"Failed"
"rocknrolletco.[[top]] US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","rocknrolletco.[[pinnacle]] US Let's [[inscribe]] Let's [[code]] [[office]] X3 ",0.0010387897491455078,0.9005305171012878,0,1,0,116,"Successful"
"castles.[[info]] [[US]] furled receptiveness [[castles]].info ","castles.[[information]] [[America]] furled receptiveness [[rook]].info ",0.003686845302581787,0.6258251667022705,0,1,0,44,"Successful"
"[[tinkles]] """" """" [[tinkles]] ","[[clink]] """" """" [[tink]] ",0.0013226866722106934,0.0028576254844665527,0,0,0,23,"Failed"
"localhost.localdomain -- SomeOrganization localhost.localdomain ","localhost.localdomain -- SomeOrganization localhost.localdomain ",0.0018686652183532715,0.0018686652183532715,0,0,0,6,"Failed"
"nanatools.ddns.net US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","nanatools.ddns.net US Let's Encrypt Let's [[inscribe]] [[self-assurance]] X3 ",0.0015758275985717773,0.9223012328147888,0,1,0,81,"Successful"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[nonremittal]] [[company]] Ltd """" ",0.0015189051628112793,0.0017488598823547363,0,0,0,35,"Failed"
"[[Seven]] DSert SHA2 [[CA]] [[US]] [[Seven]] Ltd [[Seven]] DSert SHA2 CA ","[[septet]] DSert SHA2 [[calcium]] [[uracil]] [[heptad]] Ltd [[vii]] DSert SHA2 CA ",0.0014349818229675293,0.012105405330657959,0,0,0,94,"Failed"
"telekom-support.info [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","telekom-support.info [[America]] Let's [[inscribe]] Let's [[cipher]] [[self-assurance]] X3 ",0.0014944076538085938,0.8934662938117981,0,1,0,77,"Successful"
"lg.icf-fx.kz US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","lg.icf-fx.kz US Let's [[cipher]] Let's [[code]] [[confidence]] X3 ",0.0015687346458435059,0.011726140975952148,0,0,0,77,"Failed"
"rotmansaaatot.icu US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","rotmansaaatot.icu US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.002072572708129883,0.0072062015533447266,0,0,0,78,"Failed"
"ElectrumSSL """" """" ElectrumSSL ","ElectrumSSL """" """" ElectrumSSL ",0.0013717412948608398,0.0013717412948608398,0,0,0,3,"Failed"
"DcRat CN DcRat By qwqdanchun Nethal Server ","DcRat CN DcRat By qwqdanchun Nethal Server ",0.0018336176872253418,0.0018336176872253418,0,0,0,22,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.0012610554695129395,0.008264482021331787,0,0,0,23,"Failed"
"a5ce84fe.xyz [[US]] Let's [[Encrypt]] R3 ","a5ce84fe.xyz [[uracil]] Let's [[encrypt]] R3 ",0.05701804161071777,0.22912782430648804,0,0,0,31,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.0011572837829589844,0.008329153060913086,0,0,0,23,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun eimis ","DcRat CN DcRat [[away]] qwqdanchun eimis ",0.0011533498764038086,0.001308739185333252,0,0,0,15,"Failed"
"Orcus Server """" """" Orcus [[Server]] ","Orcus Server """" """" Orcus [[host]] ",0.0010519623756408691,0.0015822649002075195,0,0,0,21,"Failed"
"X1T8vh6Qdw.org """" """" X1T8vh6Qdw.org ","X1T8vh6Qdw.org """" """" X1T8vh6Qdw.org ",0.0011138319969177246,0.0011138319969177246,0,0,0,5,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[cyberspace]] Widgits Pty Ltd localhost ",0.0016137361526489258,0.002445995807647705,0,0,0,18,"Failed"
"akendvofoudidi.su BD Santi Sasuroof [[A]].[[E]]. akendvofoudidi.su ","akendvofoudidi.su BD Santi Sasuroof [[angstrom]].[[tocopherol]]. akendvofoudidi.su ",0.0026232004165649414,0.00559002161026001,0,0,0,34,"Failed"
"Quasar Server [[CA]] """" """" [[Quasar]] Server CA ","Quasar Server [[Calif]]. """" """" [[quasar]] Server CA ",0.0015582442283630371,0.0018526315689086914,0,0,0,39,"Failed"
"vesadisesin.pstrmhe6ransicr.[[reviews]] MD Belywone Treendaic NL vesadisesin.pstrmhe6ransicr.[[reviews]] ","vesadisesin.pstrmhe6ransicr.[[brushup]] MD Belywone Treendaic NL vesadisesin.pstrmhe6ransicr.[[revaluation]] ",0.002352297306060791,0.005514562129974365,0,0,0,97,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[USA]] [[Orcus]] """" ",0.0015324950218200684,0.0025513768196105957,0,0,0,17,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[net]] Widgits Pty Ltd localhost ",0.001520693302154541,0.0019652247428894043,0,0,0,18,"Failed"
"statuscheck.online CN WoSign [[CA]] [[Limited]] WoSign CA Free SSL Certificate G2 ","statuscheck.online CN WoSign [[Calif]]. [[circumscribed]] WoSign CA Free SSL Certificate G2 ",0.009223520755767822,0.8301305770874023,0,1,0,101,"Successful"
"nickburkholder.pw US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","nickburkholder.pw US Let's [[inscribe]] Let's [[cipher]] [[self-confidence]] X3 ",0.0018714070320129395,0.10119366645812988,0,0,0,76,"Failed"
"mslfiedjssfdes.com """" """" mslfiedjssfdes.com ","mslfiedjssfdes.com """" """" mslfiedjssfdes.com ",0.001177370548248291,0.001177370548248291,0,0,0,5,"Failed"
""""" [[XX]]   """" ",""""" [[20]]   """" ",0.0012791752815246582,0.002379119396209717,0,0,0,8,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.0015315413475036621,0.002373039722442627,0,0,0,17,"Failed"
"[[domain]].com US My [[Company]] [[Name]] LTD. domain.com ","[[land]].com US My [[society]] [[call]] LTD. domain.com ",0.0017652511596679688,0.003536522388458252,0,0,0,112,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[net]] Widgits Pty Ltd localhost ",0.0014480948448181152,0.002386808395385742,0,0,0,18,"Failed"
""""" [[AU]]   """" ",""""" [[Au]]   """" ",0.0010069012641906738,0.0015695691108703613,0,0,0,6,"Failed"
"roungod.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","roungod.com US Let's [[encipher]] Let's [[inscribe]] [[potency]] X3 ",0.0011905431747436523,0.22403812408447266,0,0,0,76,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[waiter]] """" """" AsyncRAT Server ",0.000938117504119873,0.0012302994728088379,0,0,0,17,"Failed"
"nutuscle.pw US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","nutuscle.pw US Let's [[cypher]] Let's [[cipher]] [[confidence]] X3 ",0.001452624797821045,0.0071318745613098145,0,0,0,76,"Failed"
"[[example]].com [[GB]] [[Global]] Security [[example]].com ","[[lesson]].com [[Gbit]] [[ball-shaped]] Security [[exemplar]].com ",0.0015759468078613281,0.7341384887695312,0,1,0,86,"Successful"
"kordelservers.xyz [[US]] Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","kordelservers.xyz [[uracil]] Let's Encrypt Let's [[cipher]] [[say-so]] X3 ",0.0008521080017089844,0.0038057565689086914,0,0,0,76,"Failed"
"appealingedge.xyz [[US]] Let's Encrypt Let's Encrypt Authority X3 ","appealingedge.xyz [[USA]] Let's Encrypt Let's Encrypt Authority X3 ",0.0010313987731933594,0.0017559528350830078,0,0,0,76,"Failed"
"Ppoccectw.[[lr]] [[AM]] Anpove SCOP Ppoccectw.lr ","Ppoccectw.[[lawrencium]] [[Am]] Anpove SCOP Ppoccectw.lr ",0.0018009543418884277,0.003134310245513916,0,0,0,44,"Failed"
"Quasar Server CA """" """" Quasar Server [[CA]] ","Quasar Server CA """" """" Quasar Server [[California]] ",0.0012428760528564453,0.0023674964904785156,0,0,0,39,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun 1 ","DcRat CN DcRat [[past]] qwqdanchun 1 ",0.0014800429344177246,0.001690506935119629,0,0,0,29,"Failed"
"server.domain.com -- SomeOrganization server.[[domain]].com ","server.domain.com -- SomeOrganization server.[[demesne]].com ",0.001597583293914795,0.6876420378684998,0,1,0,36,"Successful"
"AsyncRAT Server """" """" AsyncRAT [[Server]] ","AsyncRAT Server """" """" AsyncRAT [[waiter]] ",0.0010140538215637207,0.0014954805374145508,0,0,0,17,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat [[Server]] ","DcRat CN DcRat By qwqdanchun DcRat [[server]] ",0.0015600323677062988,0.0020415782928466797,0,0,0,22,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat [[Server]] ","DcRat CN DcRat By qwqdanchun DcRat [[server]] ",0.0010300874710083008,0.002091526985168457,0,0,0,22,"Failed"
"jamesdrywall.xyz [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","jamesdrywall.xyz [[u]] Let's [[inscribe]] Let's [[cypher]] [[self-confidence]] X3 ",0.000876009464263916,0.0038247108459472656,0,0,0,76,"Failed"
"[[domain]].com US My [[Company]] Name LTD. [[domain]].com ","[[demesne]].com US My [[company]] Name LTD. [[arena]].com ",0.0014123916625976562,0.004358410835266113,0,0,0,112,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[unity]] * ",0.001812279224395752,0.01322394609451294,0,0,0,23,"Failed"
"Thiofthitswe.[[media]] IQ Tatengeca SPE Thiofthitswe.media ","Thiofthitswe.[[spiritualist]] IQ Tatengeca SPE Thiofthitswe.media ",0.00242537260055542,0.002700984477996826,0,0,0,24,"Failed"
"[[example]].com [[GB]] [[Global]] Security [[example]].com ","[[lesson]].com [[Gbit]] [[ball-shaped]] Security [[exemplar]].com ",0.0014128684997558594,0.7061812877655029,0,1,0,86,"Successful"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[waiter]] """" """" AsyncRAT Server ",0.0009396672248840332,0.0016499757766723633,0,0,0,17,"Failed"
"sontonecchidtt.Titheefrovorh.cologne [[TM]] Ertor SNC sontonecchidtt.Titheefrovorh.cologne ","sontonecchidtt.Titheefrovorh.cologne [[Tm]] Ertor SNC sontonecchidtt.Titheefrovorh.cologne ",0.0021172165870666504,0.002516448497772217,0,0,0,22,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[gigabit]] [[ball-shaped]] [[surety]] [[illustration]].com ",0.0017487406730651855,0.5242325067520142,0,1,0,90,"Successful"
"lmnab.xyz [[US]] Let's Encrypt Let's Encrypt [[Authority]] X3 ","lmnab.xyz [[U]] Let's Encrypt Let's Encrypt [[confidence]] X3 ",0.0014006495475769043,0.0027013421058654785,0,0,0,76,"Failed"
"guiapocos.xyz US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","guiapocos.xyz US Let's [[inscribe]] Let's Encrypt [[self-confidence]] X3 ",0.0011213421821594238,0.002310514450073242,0,0,0,76,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[America]] [[Orcus]] """" ",0.0013657212257385254,0.002039194107055664,0,0,0,17,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[gibibyte]] [[world-wide]] [[protection]] [[lesson]].com ",0.0018071532249450684,0.1433771848678589,0,0,0,90,"Failed"
"AsyncRAT Server """" """" AsyncRAT Server ","AsyncRAT Server """" """" AsyncRAT Server ",0.0011518001556396484,0.0011518001556396484,0,0,0,17,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[cyberspace]] Widgits Pty Ltd localhost ",0.0015918612480163574,0.002268373966217041,0,0,0,18,"Failed"
"sibelikinciel.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","sibelikinciel.xyz [[uracil]] Let's [[cypher]] Let's Encrypt [[confidence]] X3 ",0.0013287067413330078,0.0034286975860595703,0,0,0,76,"Failed"
"kilimadzhara.xyz [[US]] Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","kilimadzhara.xyz [[uracil]] Let's Encrypt Let's [[cipher]] [[potency]] X3 ",0.0011379718780517578,0.0037251710891723633,0,0,0,76,"Failed"
"thhabvppp.com """" """" thhabvppp.com ","thhabvppp.com """" """" thhabvppp.com ",0.001764535903930664,0.001764535903930664,0,0,0,5,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[host]] """" """" AsyncRAT [[waiter]] ",0.0008471012115478516,0.0014758706092834473,0,0,0,17,"Failed"
"asfuhuhvuuye45ggv.xyz [[US]] Let's Encrypt R3 ","asfuhuhvuuye45ggv.xyz [[uranium]] Let's Encrypt R3 ",0.011214375495910645,0.012851893901824951,0,0,0,31,"Failed"
"dasfogy4hgag.xyz [[US]] Let's Encrypt R3 ","dasfogy4hgag.xyz [[America]] Let's Encrypt R3 ",0.04034394025802612,0.06044584512710571,0,0,0,31,"Failed"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[nonremittal]] [[companionship]] Ltd """" ",0.0007536411285400391,0.0016430020332336426,0,0,0,35,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[cyberspace]] Widgits Pty Ltd localhost ",0.002370119094848633,0.002696394920349121,0,0,0,18,"Failed"
"domain.com US My [[Company]] Name LTD. [[domain]].com ","domain.com US My [[companionship]] Name LTD. [[world]].com ",0.0008988380432128906,0.004134774208068848,0,0,0,112,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.001600801944732666,0.002350151538848877,0,0,0,17,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[unity]] * ",0.0011379718780517578,0.012696683406829834,0,0,0,23,"Failed"
"militanttra.at [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","militanttra.at [[USA]] Let's [[cipher]] Let's [[inscribe]] [[self-assurance]] X3 ",0.001833200454711914,0.03003549575805664,0,0,0,75,"Failed"
"dsfhhhhf44555.icu US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","dsfhhhhf44555.icu US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0016616582870483398,0.004371166229248047,0,0,0,78,"Failed"
"genericalphabet.[[top]] US Let's Encrypt R3 ","genericalphabet.[[pinnacle]] US Let's Encrypt R3 ",0.006592392921447754,0.99668949842453,0,1,0,65,"Successful"
"Ontuthinsalthw.silindunc.homedepot [[NI]] Wenthedb Tidincr E.E. Ontuthinsalthw.silindunc.homedepot ","Ontuthinsalthw.silindunc.homedepot [[Ni]] Wenthedb Tidincr E.E. Ontuthinsalthw.silindunc.homedepot ",0.0013805627822875977,0.0032266974449157715,0,0,0,40,"Failed"
"ludicrouslyl.at US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","ludicrouslyl.at US Let's Encrypt Let's [[code]] [[self-assurance]] X3 ",0.0015913844108581543,0.0032340288162231445,0,0,0,75,"Failed"
"DcRat CN DcRat By qwqdanchun ?«ç?ä¼?ä?ç®¡ç? ","DcRat CN DcRat By qwqdanchun ?«ç?ä¼?ä?ç®¡ç? ",0.00251692533493042,0.00251692533493042,0,0,0,19,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[server]] """" """" AsyncRAT Server ",0.0014624595642089844,0.0015940070152282715,0,0,0,17,"Failed"
"widewiderangers.[[fun]] US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","widewiderangers.[[merriment]] US Let's [[code]] Let's [[cipher]] [[sureness]] X3 ",0.001185297966003418,0.0061942338943481445,0,0,0,84,"Failed"
"Adchg9feson.sydney PK Lsmhotf Ongohes [[Corporation]] Adchg9feson.sydney ","Adchg9feson.sydney PK Lsmhotf Ongohes [[potbelly]] Adchg9feson.sydney ",0.001859426498413086,0.0028841495513916016,0,0,0,23,"Failed"
"localhost AU Internet Widgits Pty Ltd localhost ","localhost AU Internet Widgits Pty Ltd localhost ",0.0019435286521911621,0.0019435286521911621,0,0,0,18,"Failed"
"Gh0st [[RAT]] CN DcRat By qwqdanchun Gh0st Server ","Gh0st [[blabber]] CN DcRat By qwqdanchun Gh0st Server ",0.001276552677154541,0.0026172995567321777,0,0,0,75,"Failed"
