"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"gasonz.com [[US]] gasonz gasonz.com ","gasonz.com [[AMERICAN]] gasonz gasonz.com ",0.002719402313232422,0.002900362014770508,0,0,0,29,"Failed"
"localhost [[AU]] [[Internet]] Widgits Pty Ltd localhost ","localhost [[AFRICA]] [[Networking]] Widgits Pty Ltd localhost ",0.0016668438911437988,0.0031110644340515137,0,0,0,42,"Failed"
"example.com GB [[Global]] [[Security]] [[example]].[[com]] ","example.com GB [[Planet]] [[Insurance]] [[dossiers]].[[kom]] ",0.0013248324394226074,0.992179811000824,0,1,0,114,"Successful"
"[[XX]] XX XX XX ","[[TWENTIETH]] XX XX XX ",0.0019532442092895508,0.0028399229049682617,0,0,0,17,"Failed"
"localhost [[GB]] MyCompany [[Ltd]]. localhost ","localhost [[MB]] MyCompany [[Scant]]. localhost ",0.0009788274765014648,0.0028943419456481934,0,0,0,24,"Failed"
"listjhueaa.cn [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","listjhueaa.cn [[AMERICAS]] Let's [[Quantify]] Let's [[Costed]] [[Approval]] X3 ",0.0009416937828063965,0.004311621189117432,0,0,0,115,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Severs]] """" """" AsyncRAT [[Vassals]] ",0.0013180375099182129,0.0017427802085876465,0,0,0,43,"Failed"
""""" [[AU]] Internet Widgits Pty Ltd """" ",""""" [[AFRICAN]] Internet Widgits Pty Ltd """" ",0.0008715987205505371,0.0027956366539001465,0,0,0,37,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Vassals]] """" """" AsyncRAT [[Officials]] ",0.0008935332298278809,0.002142488956451416,0,0,0,43,"Failed"
"* XX 1 * ","* XX 1 * ",0.001753687858581543,0.001753687858581543,0,0,0,3,"Failed"
"bonny.accesscam.org US Let's Encrypt Let's Encrypt [[Authority]] X3 ","bonny.accesscam.org US Let's Encrypt Let's Encrypt [[Authorize]] X3 ",0.0019041895866394043,0.658936619758606,0,1,0,48,"Successful"
"sldeodjiweiswi.com """" """" sldeodjiweiswi.[[com]] ","sldeodjiweiswi.com """" """" sldeodjiweiswi.[[omg]] ",0.0013192296028137207,0.004027307033538818,0,0,0,11,"Failed"
"rat1 """" """" rat1 ","rat1 """" """" rat1 ",0.0014151334762573242,0.0014151334762573242,0,0,0,3,"Failed"
""""" US [[Dis]] """" ",""""" US [[Tell]] """" ",0.0010555386543273926,0.0017201900482177734,0,0,0,12,"Failed"
"sumeriun.com US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","sumeriun.com US Let's [[Quantify]] Let's Encrypt [[Authorize]] X3 ",0.0016939640045166016,0.5524660348892212,0,1,0,71,"Successful"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0008995532989501953,0.0008995532989501953,0,0,0,3,"Failed"
"[[new]] """" """" [[new]] ","[[roman]] """" """" [[youngest]] ",0.0012061595916748047,0.0021805763244628906,0,0,0,17,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Waitress]] """" """" AsyncRAT [[Wench]] ",0.00110548734664917,0.002322256565093994,0,0,0,43,"Failed"
"[[example]].com GB Global Security [[example]].[[com]] ","[[specimen]].com GB Global Security [[illustration]].[[omg]] ",0.001316368579864502,0.9955461621284485,0,1,0,65,"Successful"
"sasf6asf683jfsd.xyz [[US]] Let's [[Encrypt]] R3 ","sasf6asf683jfsd.xyz [[WE]] Let's [[Encrypted]] R3 ",0.020031452178955078,0.02553737163543701,0,0,0,47,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Vassals]] """" """" AsyncRAT [[Waitresses]] ",0.0010433197021484375,0.002263784408569336,0,0,0,43,"Failed"
"DarkEye [[Server]] """" """" DarkEye [[Server]] ","DarkEye [[Servers]] """" """" DarkEye [[Severs]] ",0.0012450218200683594,0.0018547773361206055,0,0,0,43,"Failed"
"backup-leader.[[com]] [[US]] [[lol]] backup-leader.[[com]] ","backup-leader.[[kom]] [[AMERICA]] [[thats]] backup-leader.[[coms]] ",0.001649022102355957,0.6642972230911255,0,1,0,41,"Successful"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0012487173080444336,0.0012487173080444336,0,0,0,3,"Failed"
"Qjlyxjcpy [[Xx]] QR [[Im]] Qjlyxjcpy Xx ","Qjlyxjcpy [[Twentieth]] QR [[Hayashi]] Qjlyxjcpy Xx ",0.0012257695198059082,0.002398550510406494,0,0,0,19,"Failed"
"example.com GB [[Global]] [[Security]] [[example]].com ","example.com GB [[Planet]] [[Certainty]] [[incidents]].com ",0.0011151432991027832,0.5012744665145874,0,1,0,119,"Successful"
"mparrain10.ddns.net US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","mparrain10.ddns.net US Let's Encrypt Let's [[Numerical]] [[Authorize]] X3 ",0.0011461973190307617,0.9712604880332947,0,1,0,72,"Successful"
"onthewire1.[[top]] US Let's Encrypt R3 ","onthewire1.[[haute]] US Let's Encrypt R3 ",0.023511230945587158,0.9866541028022766,0,1,0,23,"Successful"
"[[XX]] XX XX XX ","[[NINETEEN]] XX XX XX ",0.0012772679328918457,0.002722799777984619,0,0,0,17,"Failed"
"gmail.com US Google GMail gmail.[[com]] ","gmail.com US Google GMail gmail.[[omg]] ",0.0030736327171325684,0.9061040282249451,0,1,0,11,"Successful"
"bombinet.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","bombinet.xyz [[AMERICANS]] Let's [[Costed]] Let's Encrypt [[Diplomas]] X3 ",0.0014591217041015625,0.002673625946044922,0,0,0,111,"Failed"
"ayefrsturmexi.[[schmidt]] [[ZA]] Shefo Octhcob [[O]].[[V]].E.[[E]]. ayefrsturmexi.[[schmidt]] ","ayefrsturmexi.[[bergmann]] [[BEZ]] Shefo Octhcob [[macau]].[[versus]].E.[[fae]]. ayefrsturmexi.[[gruber]] ",0.0021372437477111816,0.43373537063598633,0,0,0,112,"Failed"
"Covid [[Server]] [[CA]] """" """" Covid [[Server]] CA ","Covid [[Servant]] [[DOES]] """" """" Covid [[Serfs]] CA ",0.0012335777282714844,0.0026984810829162598,0,0,0,81,"Failed"
"entspartner.at [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","entspartner.at [[ONS]] Let's [[Quantify]] Let's [[Crypto]] [[Authorize]] X3 ",0.0011872053146362305,0.5469900369644165,0,1,0,110,"Successful"
"DcRat [[CN]] DcRat By qwqdanchun DcRat [[Server]] ","DcRat [[NS]] DcRat By qwqdanchun DcRat [[Servers]] ",0.0018077492713928223,0.002084791660308838,0,0,0,39,"Failed"
"merotanos.com US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","merotanos.com US Let's [[Quantify]] Let's Encrypt [[Authorize]] X3 ",0.0013762712478637695,0.5259820222854614,0,1,0,74,"Successful"
"domain.com US My Company Name LTD. [[domain]].[[com]] ","domain.com US My Company Name LTD. [[hegemony]].[[kom]] ",0.001791834831237793,0.9953173398971558,0,1,0,46,"Successful"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[Cyberspace]] Widgits Pty Ltd localhost ",0.001198887825012207,0.0027350187301635742,0,0,0,42,"Failed"
""""" xx [[Default]] [[Company]] [[Ltd]] """" ",""""" xx [[Shortcoming]] [[Ventures]] [[Curtailed]] """" ",0.0014054179191589355,0.002211451530456543,0,0,0,70,"Failed"
"rocknrolletco.[[top]] US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","rocknrolletco.[[principal]] US Let's [[Cypher]] Let's [[Encoded]] [[Authorizing]] X3 ",0.001199483871459961,0.009869098663330078,0,0,0,125,"Failed"
"castles.[[info]] US furled receptiveness castles.info ","castles.[[notify]] US furled receptiveness castles.info ",0.0025342702865600586,0.7866302132606506,0,1,0,30,"Successful"
"[[tinkles]] """" """" [[tinkles]] ","[[glockenspiel]] """" """" [[blusters]] ",0.0012807846069335938,0.005196511745452881,0,0,0,71,"Failed"
"localhost.localdomain -- SomeOrganization localhost.localdomain ","localhost.localdomain -- SomeOrganization localhost.localdomain ",0.0016497373580932617,0.0016497373580932617,0,0,0,6,"Failed"
"nanatools.ddns.net US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","nanatools.ddns.net US Let's Encrypt Let's [[Numerical]] [[Authorize]] X3 ",0.0012779831886291504,0.9942930340766907,0,1,0,72,"Successful"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[Defaults]] [[Enterprises]] Ltd """" ",0.0013338327407836914,0.0021784305572509766,0,0,0,70,"Failed"
"[[Seven]] DSert SHA2 [[CA]] [[US]] Seven [[Ltd]] [[Seven]] DSert SHA2 [[CA]] ","[[Sevens]] DSert SHA2 [[DO]] [[AMERICAN]] Seven [[Serv]] [[Ix]] DSert SHA2 [[KT]] ",0.0013559460639953613,0.0034359097480773926,0,0,0,104,"Failed"
"telekom-support.info US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","telekom-support.info US Let's [[Cipher]] Let's Encrypt [[Authorize]] X3 ",0.0017356276512145996,0.9418238997459412,0,1,0,71,"Successful"
"[[lg]].icf-fx.kz [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","[[samsung]].icf-fx.kz [[AMERICANS]] Let's [[Cryptography]] Let's [[Quantitative]] [[Approbation]] X3 ",0.001938164234161377,0.8609743714332581,0,1,0,114,"Successful"
"rotmansaaatot.[[icu]] [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","rotmansaaatot.[[nicu]] [[USA]] Let's [[Cryptic]] Let's [[Quantitative]] [[Diplomas]] X3 ",0.0010896921157836914,0.045413076877593994,0,0,0,114,"Failed"
"ElectrumSSL """" """" ElectrumSSL ","ElectrumSSL """" """" ElectrumSSL ",0.0010042786598205566,0.0010042786598205566,0,0,0,3,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun Nethal [[Server]] ","DcRat CN DcRat [[Under]] qwqdanchun Nethal [[Servants]] ",0.0008450746536254883,0.001852869987487793,0,0,0,39,"Failed"
"* XX 1 * ","* XX 1 * ",0.0019453763961791992,0.0019453763961791992,0,0,0,3,"Failed"
"a5ce84fe.xyz [[US]] Let's [[Encrypt]] R3 ","a5ce84fe.xyz [[AMERICANA]] Let's [[Quantify]] R3 ",0.05108517408370972,0.2549377679824829,0,0,0,47,"Failed"
"* XX 1 * ","* XX 1 * ",0.0013900995254516602,0.0013900995254516602,0,0,0,3,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun eimis ","DcRat CN DcRat [[For]] qwqdanchun eimis ",0.0011183619499206543,0.0015677809715270996,0,0,0,19,"Failed"
"Orcus [[Server]] """" """" Orcus [[Server]] ","Orcus [[Serfs]] """" """" Orcus [[Retainers]] ",0.0010566115379333496,0.0023731589317321777,0,0,0,43,"Failed"
"X1T8vh6Qdw.org """" """" X1T8vh6Qdw.[[org]] ","X1T8vh6Qdw.org """" """" X1T8vh6Qdw.[[orchestrate]] ",0.002033233642578125,0.0031536221504211426,0,0,0,52,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[Webb]] Widgits Pty Ltd localhost ",0.002285480499267578,0.002835094928741455,0,0,0,42,"Failed"
"akendvofoudidi.su BD [[Santi]] Sasuroof A.[[E]]. akendvofoudidi.su ","akendvofoudidi.su BD [[Sant]] Sasuroof A.[[f]]. akendvofoudidi.su ",0.00305861234664917,0.004039585590362549,0,0,0,38,"Failed"
"Quasar [[Server]] [[CA]] """" """" Quasar Server [[CA]] ","Quasar [[Bartender]] [[DID]] """" """" Quasar Server [[COULD]] ",0.0011625885963439941,0.0025956034660339355,0,0,0,81,"Failed"
"vesadisesin.pstrmhe6ransicr.[[reviews]] [[MD]] Belywone Treendaic NL vesadisesin.pstrmhe6ransicr.[[reviews]] ","vesadisesin.pstrmhe6ransicr.[[analyze]] [[MARCHI]] Belywone Treendaic NL vesadisesin.pstrmhe6ransicr.[[exams]] ",0.001925349235534668,0.012642860412597656,0,0,0,118,"Failed"
""""" US [[Dis]] """" ",""""" US [[Tell]] """" ",0.0012251734733581543,0.001765131950378418,0,0,0,12,"Failed"
"localhost [[AU]] [[Internet]] Widgits Pty [[Ltd]] localhost ","localhost [[UA]] [[Electronic]] Widgits Pty [[Narrow]] localhost ",0.002026498317718506,0.0026006698608398438,0,0,0,42,"Failed"
"statuscheck.online CN WoSign CA [[Limited]] WoSign CA Free SSL [[Certificate]] G2 ","statuscheck.online CN WoSign CA [[Petite]] WoSign CA Free SSL [[Cert]] G2 ",0.01353144645690918,0.7647736072540283,0,1,0,101,"Successful"
"nickburkholder.pw US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","nickburkholder.pw US Let's Encrypt Let's [[Numerical]] [[Authorize]] X3 ",0.0016767382621765137,0.9657614827156067,0,1,0,71,"Successful"
"mslfiedjssfdes.com """" """" mslfiedjssfdes.[[com]] ","mslfiedjssfdes.com """" """" mslfiedjssfdes.[[omg]] ",0.001168668270111084,0.002423226833343506,0,0,0,11,"Failed"
""""" XX   """" ",""""" XX   """" ",0.0020501017570495605,0.0020501017570495605,0,0,0,5,"Failed"
""""" US [[Dis]] """" ",""""" US [[Saying]] """" ",0.000930488109588623,0.0019855499267578125,0,0,0,12,"Failed"
"[[domain]].[[com]] US My Company Name [[LTD]]. domain.com ","[[arenas]].[[kom]] US My Company Name [[LIMITATION]]. domain.com ",0.0018708109855651855,0.9950001835823059,0,1,0,62,"Successful"
"localhost [[AU]] [[Internet]] Widgits Pty Ltd localhost ","localhost [[AFRICA]] [[Online]] Widgits Pty Ltd localhost ",0.0017377734184265137,0.002872765064239502,0,0,0,42,"Failed"
""""" [[AU]]   """" ",""""" [[AFRIKAANS]]   """" ",0.0019320845603942871,0.0037314891815185547,0,0,0,7,"Failed"
"roungod.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","roungod.com US Let's [[Quantify]] Let's [[Numerical]] [[Authorize]] X3 ",0.00086212158203125,0.5140653252601624,0,1,0,95,"Successful"
"AsyncRAT Server """" """" AsyncRAT [[Server]] ","AsyncRAT Server """" """" AsyncRAT [[Waiters]] ",0.001387476921081543,0.0019148588180541992,0,0,0,43,"Failed"
"nutuscle.pw [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","nutuscle.pw [[USA]] Let's [[Quantify]] Let's [[Numerical]] [[Authorize]] X3 ",0.0011786818504333496,0.6931452751159668,0,1,0,111,"Successful"
"example.com [[GB]] Global Security [[example]].[[com]] ","example.com [[MEGS]] Global Security [[dossiers]].[[kom]] ",0.001789689064025879,0.9951339960098267,0,1,0,40,"Successful"
"kordelservers.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","kordelservers.xyz [[VERSUS]] Let's [[Cryptography]] Let's Encrypt [[Diplomas]] X3 ",0.0009979605674743652,0.004163861274719238,0,0,0,111,"Failed"
"appealingedge.xyz [[US]] Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","appealingedge.xyz [[OURSELVES]] Let's Encrypt Let's [[Encryption]] [[Authorise]] X3 ",0.0011102557182312012,0.002489328384399414,0,0,0,111,"Failed"
"Ppoccectw.lr [[AM]] Anpove SCOP Ppoccectw.lr ","Ppoccectw.lr [[SIENTO]] Anpove SCOP Ppoccectw.lr ",0.00130385160446167,0.0035979747772216797,0,0,0,31,"Failed"
"Quasar [[Server]] [[CA]] """" """" Quasar [[Server]] [[CA]] ","Quasar [[Waitress]] [[CAN]] """" """" Quasar [[Sever]] [[LDA]] ",0.0014709234237670898,0.0037208199501037598,0,0,0,81,"Failed"
"DcRat [[CN]] DcRat [[By]] qwqdanchun 1 ","DcRat [[NP]] DcRat [[With]] qwqdanchun 1 ",0.001271665096282959,0.0017303228378295898,0,0,0,18,"Failed"
"server.domain.com -- SomeOrganization server.domain.[[com]] ","server.domain.com -- SomeOrganization server.domain.[[kom]] ",0.0020785927772521973,0.940788984298706,0,1,0,11,"Successful"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Waitresses]] """" """" AsyncRAT [[Waiter]] ",0.001262962818145752,0.0016987919807434082,0,0,0,43,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat [[Server]] ","DcRat CN DcRat [[In]] qwqdanchun DcRat [[Barmaid]] ",0.0012949705123901367,0.0022596120834350586,0,0,0,39,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat Server ","DcRat CN DcRat [[At]] qwqdanchun DcRat Server ",0.0011980533599853516,0.002026498317718506,0,0,0,39,"Failed"
"jamesdrywall.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","jamesdrywall.xyz [[OURSELVES]] Let's [[Cryptic]] Let's Encrypt [[Diplomas]] X3 ",0.0009999871253967285,0.0028311610221862793,0,0,0,111,"Failed"
"[[domain]].[[com]] US My Company Name LTD. domain.com ","[[primacy]].[[kom]] US My Company Name LTD. domain.com ",0.0017036795616149902,0.9323045015335083,0,1,0,46,"Successful"
"* XX 1 * ","* XX 1 * ",0.0015399456024169922,0.0015399456024169922,0,0,0,3,"Failed"
"Thiofthitswe.media IQ Tatengeca SPE Thiofthitswe.[[media]] ","Thiofthitswe.media IQ Tatengeca SPE Thiofthitswe.[[journalistic]] ",0.0013083815574645996,0.0028375983238220215,0,0,0,61,"Failed"
"[[example]].[[com]] GB [[Global]] Security [[example]].com ","[[phenomena]].[[kom]] GB [[World]] Security [[illustration]].com ",0.0016913414001464844,0.9830570816993713,0,1,0,99,"Successful"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Vassals]] """" """" AsyncRAT [[Vassals]] ",0.0010631680488586426,0.00195997953414917,0,0,0,43,"Failed"
"sontonecchidtt.Titheefrovorh.[[cologne]] [[TM]] Ertor SNC sontonecchidtt.Titheefrovorh.cologne ","sontonecchidtt.Titheefrovorh.[[fragrances]] [[MONT]] Ertor SNC sontonecchidtt.Titheefrovorh.cologne ",0.002714991569519043,0.003570377826690674,0,0,0,40,"Failed"
"[[example]].[[com]] [[GB]] Global [[Security]] [[example]].com ","[[dossiers]].[[kom]] [[MEGS]] Global [[Safety]] [[illustration]].com ",0.0025557279586791992,0.9926598072052002,0,1,0,109,"Successful"
"lmnab.xyz US Let's [[Encrypt]] Let's Encrypt Authority X3 ","lmnab.xyz US Let's [[Scrambling]] Let's Encrypt Authority X3 ",0.0011553764343261719,0.00259321928024292,0,0,0,111,"Failed"
"guiapocos.xyz [[US]] Let's Encrypt Let's Encrypt [[Authority]] X3 ","guiapocos.xyz [[AMERICANA]] Let's Encrypt Let's Encrypt [[Empowered]] X3 ",0.0012597441673278809,0.002529740333557129,0,0,0,111,"Failed"
""""" US [[Dis]] """" ",""""" US [[Tells]] """" ",0.0013679862022399902,0.0015572905540466309,0,0,0,12,"Failed"
"[[example]].[[com]] [[GB]] Global [[Security]] [[example]].com ","[[samples]].[[kom]] [[MEGS]] Global [[Insured]] [[dossiers]].com ",0.001517951488494873,0.9934852719306946,0,1,0,109,"Successful"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Severs]] """" """" AsyncRAT [[Minion]] ",0.0012263655662536621,0.0016992688179016113,0,0,0,43,"Failed"
"localhost [[AU]] Internet Widgits Pty [[Ltd]] localhost ","localhost [[AFRICAN]] Internet Widgits Pty [[Inc]] localhost ",0.0019107460975646973,0.0031859278678894043,0,0,0,42,"Failed"
"sibelikinciel.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","sibelikinciel.xyz [[OSS]] Let's [[Algorithms]] Let's Encrypt [[Diplomas]] X3 ",0.0012935400009155273,0.003906428813934326,0,0,0,111,"Failed"
"kilimadzhara.xyz [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","kilimadzhara.xyz [[OSS]] Let's [[Costed]] Let's Encrypt [[Body]] X3 ",0.001431584358215332,0.002873361110687256,0,0,0,111,"Failed"
"thhabvppp.com """" """" thhabvppp.[[com]] ","thhabvppp.com """" """" thhabvppp.[[omg]] ",0.0016698241233825684,0.002440810203552246,0,0,0,11,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[Sever]] """" """" AsyncRAT [[Serfs]] ",0.0009191036224365234,0.0018568038940429688,0,0,0,43,"Failed"
"asfuhuhvuuye45ggv.xyz US Let's [[Encrypt]] R3 ","asfuhuhvuuye45ggv.xyz US Let's [[Cryptography]] R3 ",0.013186335563659668,0.019154131412506104,0,0,0,47,"Failed"
"dasfogy4hgag.xyz [[US]] Let's [[Encrypt]] R3 ","dasfogy4hgag.xyz [[AMERICANS]] Let's [[Quantify]] R3 ",0.030266940593719482,0.06374925374984741,0,0,0,47,"Failed"
""""" XX [[Default]] [[Company]] [[Ltd]] """" ",""""" XX [[Defaults]] [[Corp]] [[Inc]] """" ",0.0013231635093688965,0.0023466944694519043,0,0,0,70,"Failed"
"localhost [[AU]] [[Internet]] Widgits Pty Ltd localhost ","localhost [[UA]] [[Cyberspace]] Widgits Pty Ltd localhost ",0.0020790696144104004,0.0024673938751220703,0,0,0,42,"Failed"
"[[domain]].com US My Company Name LTD. domain.[[com]] ","[[zones]].com US My Company Name LTD. domain.[[kom]] ",0.0024338960647583008,0.9952051043510437,0,1,0,49,"Successful"
""""" US [[Dis]] """" ",""""" US [[Say]] """" ",0.001387953758239746,0.0020722150802612305,0,0,0,12,"Failed"
"* XX 1 * ","* XX 1 * ",0.0015873908996582031,0.0015873908996582031,0,0,0,3,"Failed"
"militanttra.at [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","militanttra.at [[VS]] Let's [[Quantify]] Let's [[Quantitative]] [[Diplomas]] X3 ",0.001187443733215332,0.08291405439376831,0,0,0,110,"Failed"
"dsfhhhhf44555.[[icu]] US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","dsfhhhhf44555.[[resuscitation]] US Let's Encrypt Let's [[Encryption]] [[Authorize]] X3 ",0.0013829469680786133,0.0030725598335266113,0,0,0,114,"Failed"
"genericalphabet.[[top]] US Let's Encrypt R3 ","genericalphabet.[[greatest]] US Let's Encrypt R3 ",0.00626063346862793,0.9955583810806274,0,1,0,21,"Successful"
"Ontuthinsalthw.silindunc.homedepot [[NI]] Wenthedb Tidincr [[E]].E. Ontuthinsalthw.silindunc.homedepot ","Ontuthinsalthw.silindunc.homedepot [[NOT]] Wenthedb Tidincr [[fae]].E. Ontuthinsalthw.silindunc.homedepot ",0.002014756202697754,0.0023983120918273926,0,0,0,38,"Failed"
"ludicrouslyl.at US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","ludicrouslyl.at US Let's [[Algorithms]] Let's [[Encrypted]] [[Certificates]] X3 ",0.001145482063293457,0.003653585910797119,0,0,0,110,"Failed"
"DcRat [[CN]] DcRat [[By]] qwqdanchun ?«[[ç]]?ä¼?ä?[[ç]]®¡ç? ","DcRat [[NC]] DcRat [[Through]] qwqdanchun ?«[[ß]]?ä¼?ä?[[ª]]®¡ç? ",0.0017738938331604004,0.004380762577056885,0,0,0,49,"Failed"
"AsyncRAT Server """" """" AsyncRAT [[Server]] ","AsyncRAT Server """" """" AsyncRAT [[Serfs]] ",0.0012476444244384766,0.0016633272171020508,0,0,0,43,"Failed"
