text,label
letofavintha.kp AD Oaorvesi Rsaio SA letofavintha.kp ,0
DcRat CN DcRat By qwqdanchun 火绒企业管理 ,0
gidjshrvz.xyz US Let's Encrypt Let's Encrypt Authority X3 ,0
kemalllll N/A N/A kemalllll ,0
BitRAT N/A N/A BitRAT ,0
Quasar Server CA N/A N/A Quasar Server CA ,0
azure-updatedb.at GB Sectigo Limited Sectigo RSA Domain Validation Secure Server CA ,0
agutagndie.cn US Let's Encrypt R3 ,0
Quasar Server CA N/A N/A Quasar Server CA ,0
fatturadiitali.com US Let's Encrypt Let's Encrypt Authority X3 ,0
akamaicln.com US Let's Encrypt Let's Encrypt Authority X3 ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
DcRat CN DcRat By qwqdanchun MAYO ,0
forenzik.kz KZ NN Fern forenzik.kz ,0
localhost AU Internet Widgits Pty Ltd localhost ,0
loaste.com US Let's Encrypt R3 ,0
N/A US Dis N/A ,0
localhost AU Internet Widgits Pty Ltd localhost ,0
N/A US Dis N/A ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
wizardoz.club US Let's Encrypt Let's Encrypt Authority X3 ,0
N/A AU Internet Widgits Pty Ltd N/A ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
N/A US Dis N/A ,0
BitRAT N/A N/A BitRAT ,0
3a60dc39.top US Let's Encrypt R3 ,0
Quasar Server CA N/A N/A Quasar Server CA ,0
yammz N/A N/A yammz ,0
example.com GB Global Security example.com ,0
N/A xx Default Company Ltd N/A ,0
BitRAT N/A N/A BitRAT ,0
prntscreen.pictures US Let's Encrypt Let's Encrypt Authority X3 ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
mystaticdate.com US Let's Encrypt R3 ,0
N/A AU Internet Widgits Pty Ltd N/A ,0
jquery.com US jQuery jquery.com ,0
localhost AU Internet Widgits Pty Ltd localhost ,0
hmiu.xyz US Let's Encrypt Let's Encrypt Authority X3 ,0
ams.mdx-trd.kz US Let's Encrypt Let's Encrypt Authority X3 ,0
orzamorza.com US Let's Encrypt Let's Encrypt Authority X3 ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
N/A XX Default Company Ltd N/A ,0
nashrepouya.xyz US Let's Encrypt Let's Encrypt Authority X3 ,0
richiealvin20202.ddns.net US Let's Encrypt Let's Encrypt Authority X3 ,0
bbbcleaner.at US Let's Encrypt Let's Encrypt Authority X3 ,0
itonde9swheca.meveressecodbi.sv CV Iasecea Pordthe SCOP itonde9swheca.meveressecodbi.sv ,0
N/A US Dis N/A ,0
DcRat CN DcRat By qwqdanchun DcRat Server ,0
ecb-european.info US Let's Encrypt Let's Encrypt Authority X3 ,0
gogowormdealer.top US Let's Encrypt R3 ,0
BitRAT N/A N/A BitRAT ,0
cocogzy.ddns.net US Let's Encrypt Let's Encrypt Authority X3 ,0
lkbyae.org DE Qtibmnz Tedmehou LLC. lkbyae.org ,0
microsoft.com US Private microsoft.com ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
Predgqupe.Cuvishifolicha.trade UY Fomikerd PEEC Predgqupe.Cuvishifolicha.trade ,0
*.realeurogroup.xyz US Let's Encrypt R3 ,0
videomart.top US Let's Encrypt R3 ,0
localhost GB MyCompany Ltd. localhost ,0
* XX 1 * ,0
N/A US Dis N/A ,0
localhost AU Internet Widgits Pty Ltd localhost ,0
fuke N/A N/A fuke ,0
result.loseyourip.com US Let's Encrypt Let's Encrypt Authority X3 ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
"Cloudflare US Cloudflare, Inc. Managed CA 45881812e058c0eb4acd0981e2afb079 ",0
texestet.ru US Let's Encrypt Let's Encrypt Authority X3 ,0
UnscaredLoader Server CA N/A N/A UnscaredLoader Server CA ,0
PrivateRAT54342 N/A N/A PrivateRAT54342 ,0
server N/A N/A server ,0
thirdclimbwrite.live US Let's Encrypt R3 ,0
domain.com US My Company Name LTD. domain.com ,0
localhost GB MyCompany Ltd. localhost ,0
allowsuccess.org US Let's Encrypt R3 ,0
* XX 1 * ,0
giprobiotic.com US Let's Encrypt Let's Encrypt Authority X3 ,0
N/A xx Default Company Ltd N/A ,0
vuinuzhz.com N/A N/A vuinuzhz.com ,0
N/A XX Default Company Ltd N/A ,0
civilizationidium.com US Let's Encrypt R3 ,0
DcRat CN DcRat By qwqdanchun Cookies ,0
azuredbupdate.xyz AT ZeroSSL ZeroSSL RSA Domain Secure Site CA ,0
N/A XX Default Company Ltd N/A ,0
riighu4fg.pw US Let's Encrypt Let's Encrypt Authority X3 ,0
AsyncRAT Server N/A N/A AsyncRAT Server ,0
